;  LST file generated by mikroListExporter - v.2.0 
; Date/Time: 23-Dec-20 7:23:30 PM
;----------------------------------------------

;Address Opcode 	ASM
0x0172	0x1283      	BCF        STATUS, 5
0x0173	0x1303      	BCF        STATUS, 6
0x0174	0x083E      	MOVF       ___DoICPAddr+1, 0
0x0175	0x008A      	MOVWF      PCLATH
;__Lib_System.c,10 :: 		
0x0176	0x083D      	MOVF       ___DoICPAddr, 0
0x0177	0x0082      	MOVWF      PCL
;__Lib_System.c,12 :: 		
L_end_____DoICP:
0x0178	0x0008      	RETURN
; end of _____DoICP
_Lcd_Chr:
;__Lib_Lcd.c,65 :: 		
;__Lib_Lcd.c,66 :: 		
0x0179	0x298B      	GOTO       L_Lcd_Chr4
;__Lib_Lcd.c,67 :: 		
L_Lcd_Chr6:
0x017A	0x3080      	MOVLW      128
0x017B	0x1283      	BCF        STATUS, 5
0x017C	0x1303      	BCF        STATUS, 6
0x017D	0x00CD      	MOVWF      FARG_Lcd_Chr_row
0x017E	0x299C      	GOTO       L_Lcd_Chr5
;__Lib_Lcd.c,68 :: 		
L_Lcd_Chr7:
0x017F	0x30C0      	MOVLW      192
0x0180	0x00CD      	MOVWF      FARG_Lcd_Chr_row
0x0181	0x299C      	GOTO       L_Lcd_Chr5
;__Lib_Lcd.c,69 :: 		
L_Lcd_Chr8:
0x0182	0x3094      	MOVLW      148
0x0183	0x00CD      	MOVWF      FARG_Lcd_Chr_row
0x0184	0x299C      	GOTO       L_Lcd_Chr5
;__Lib_Lcd.c,70 :: 		
L_Lcd_Chr9:
0x0185	0x30D4      	MOVLW      212
0x0186	0x00CD      	MOVWF      FARG_Lcd_Chr_row
0x0187	0x299C      	GOTO       L_Lcd_Chr5
;__Lib_Lcd.c,71 :: 		
L_Lcd_Chr10:
0x0188	0x3080      	MOVLW      128
0x0189	0x00CD      	MOVWF      FARG_Lcd_Chr_row
;__Lib_Lcd.c,72 :: 		
0x018A	0x299C      	GOTO       L_Lcd_Chr5
L_Lcd_Chr4:
0x018B	0x084D      	MOVF       FARG_Lcd_Chr_row, 0
0x018C	0x3A01      	XORLW      1
0x018D	0x1903      	BTFSC      STATUS, 2
0x018E	0x297A      	GOTO       L_Lcd_Chr6
0x018F	0x084D      	MOVF       FARG_Lcd_Chr_row, 0
0x0190	0x3A02      	XORLW      2
0x0191	0x1903      	BTFSC      STATUS, 2
0x0192	0x297F      	GOTO       L_Lcd_Chr7
0x0193	0x084D      	MOVF       FARG_Lcd_Chr_row, 0
0x0194	0x3A03      	XORLW      3
0x0195	0x1903      	BTFSC      STATUS, 2
0x0196	0x2982      	GOTO       L_Lcd_Chr8
0x0197	0x084D      	MOVF       FARG_Lcd_Chr_row, 0
0x0198	0x3A04      	XORLW      4
0x0199	0x1903      	BTFSC      STATUS, 2
0x019A	0x2985      	GOTO       L_Lcd_Chr9
0x019B	0x2988      	GOTO       L_Lcd_Chr10
L_Lcd_Chr5:
0x019C	0x1283      	BCF        STATUS, 5
0x019D	0x1303      	BCF        STATUS, 6
;__Lib_Lcd.c,74 :: 		
0x019E	0x034E      	DECF       FARG_Lcd_Chr_column, 0
0x019F	0x00F0      	MOVWF      R0
0x01A0	0x084D      	MOVF       FARG_Lcd_Chr_row, 0
0x01A1	0x07F0      	ADDWF      R0, 1
0x01A2	0x0870      	MOVF       R0, 0
0x01A3	0x00CD      	MOVWF      FARG_Lcd_Chr_row
;__Lib_Lcd.c,76 :: 		
0x01A4	0x14BF      	BSF        __Lib_Lcd_cmd_status, BitPos(__Lib_Lcd_cmd_status+0)
;__Lib_Lcd.c,77 :: 		
0x01A5	0x0870      	MOVF       R0, 0
0x01A6	0x00D2      	MOVWF      FARG_Lcd_Cmd_out_char
0x01A7	0x212A      	CALL       _Lcd_Cmd
;__Lib_Lcd.c,79 :: 		
0x01A8	0x10BF      	BCF        __Lib_Lcd_cmd_status, BitPos(__Lib_Lcd_cmd_status+0)
;__Lib_Lcd.c,80 :: 		
0x01A9	0x084F      	MOVF       FARG_Lcd_Chr_out_char, 0
0x01AA	0x00D2      	MOVWF      FARG_Lcd_Cmd_out_char
0x01AB	0x212A      	CALL       _Lcd_Cmd
;__Lib_Lcd.c,81 :: 		
0x01AC	0x14BF      	BSF        __Lib_Lcd_cmd_status, BitPos(__Lib_Lcd_cmd_status+0)
;__Lib_Lcd.c,82 :: 		
L_end_Lcd_Chr:
0x01AD	0x0008      	RETURN
; end of _Lcd_Chr
_Lcd_Out:
;__Lib_Lcd.c,184 :: 		
;__Lib_Lcd.c,187 :: 		
0x01AE	0x29C0      	GOTO       L_Lcd_Out11
;__Lib_Lcd.c,188 :: 		
L_Lcd_Out13:
0x01AF	0x3080      	MOVLW      128
0x01B0	0x1283      	BCF        STATUS, 5
0x01B1	0x1303      	BCF        STATUS, 6
0x01B2	0x00CD      	MOVWF      FARG_Lcd_Out_row
0x01B3	0x29D1      	GOTO       L_Lcd_Out12
;__Lib_Lcd.c,189 :: 		
L_Lcd_Out14:
0x01B4	0x30C0      	MOVLW      192
0x01B5	0x00CD      	MOVWF      FARG_Lcd_Out_row
0x01B6	0x29D1      	GOTO       L_Lcd_Out12
;__Lib_Lcd.c,190 :: 		
L_Lcd_Out15:
0x01B7	0x3094      	MOVLW      148
0x01B8	0x00CD      	MOVWF      FARG_Lcd_Out_row
0x01B9	0x29D1      	GOTO       L_Lcd_Out12
;__Lib_Lcd.c,191 :: 		
L_Lcd_Out16:
0x01BA	0x30D4      	MOVLW      212
0x01BB	0x00CD      	MOVWF      FARG_Lcd_Out_row
0x01BC	0x29D1      	GOTO       L_Lcd_Out12
;__Lib_Lcd.c,192 :: 		
L_Lcd_Out17:
0x01BD	0x3080      	MOVLW      128
0x01BE	0x00CD      	MOVWF      FARG_Lcd_Out_row
;__Lib_Lcd.c,193 :: 		
0x01BF	0x29D1      	GOTO       L_Lcd_Out12
L_Lcd_Out11:
0x01C0	0x084D      	MOVF       FARG_Lcd_Out_row, 0
0x01C1	0x3A01      	XORLW      1
0x01C2	0x1903      	BTFSC      STATUS, 2
0x01C3	0x29AF      	GOTO       L_Lcd_Out13
0x01C4	0x084D      	MOVF       FARG_Lcd_Out_row, 0
0x01C5	0x3A02      	XORLW      2
0x01C6	0x1903      	BTFSC      STATUS, 2
0x01C7	0x29B4      	GOTO       L_Lcd_Out14
0x01C8	0x084D      	MOVF       FARG_Lcd_Out_row, 0
0x01C9	0x3A03      	XORLW      3
0x01CA	0x1903      	BTFSC      STATUS, 2
0x01CB	0x29B7      	GOTO       L_Lcd_Out15
0x01CC	0x084D      	MOVF       FARG_Lcd_Out_row, 0
0x01CD	0x3A04      	XORLW      4
0x01CE	0x1903      	BTFSC      STATUS, 2
0x01CF	0x29BA      	GOTO       L_Lcd_Out16
0x01D0	0x29BD      	GOTO       L_Lcd_Out17
L_Lcd_Out12:
;__Lib_Lcd.c,194 :: 		
0x01D1	0x034E      	DECF       FARG_Lcd_Out_column, 0
0x01D2	0x00F0      	MOVWF      R0
0x01D3	0x084D      	MOVF       FARG_Lcd_Out_row, 0
0x01D4	0x07F0      	ADDWF      R0, 1
0x01D5	0x0870      	MOVF       R0, 0
0x01D6	0x00CD      	MOVWF      FARG_Lcd_Out_row
;__Lib_Lcd.c,196 :: 		
0x01D7	0x0870      	MOVF       R0, 0
0x01D8	0x00D2      	MOVWF      FARG_Lcd_Cmd_out_char
0x01D9	0x212A      	CALL       _Lcd_Cmd
;__Lib_Lcd.c,197 :: 		
0x01DA	0x10BF      	BCF        __Lib_Lcd_cmd_status, BitPos(__Lib_Lcd_cmd_status+0)
;__Lib_Lcd.c,198 :: 		
0x01DB	0x01D0      	CLRF       Lcd_Out_i_L0
;__Lib_Lcd.c,199 :: 		
L_Lcd_Out18:
0x01DC	0x0850      	MOVF       Lcd_Out_i_L0, 0
0x01DD	0x074F      	ADDWF      FARG_Lcd_Out_text, 0
0x01DE	0x0084      	MOVWF      FSR
0x01DF	0x0800      	MOVF       INDF, 0
0x01E0	0x1903      	BTFSC      STATUS, 2
0x01E1	0x29EA      	GOTO       L_Lcd_Out19
;__Lib_Lcd.c,200 :: 		
0x01E2	0x0850      	MOVF       Lcd_Out_i_L0, 0
0x01E3	0x074F      	ADDWF      FARG_Lcd_Out_text, 0
0x01E4	0x0084      	MOVWF      FSR
0x01E5	0x0800      	MOVF       INDF, 0
0x01E6	0x00D1      	MOVWF      FARG_Lcd_Chr_CP_out_char
0x01E7	0x216A      	CALL       _Lcd_Chr_CP
0x01E8	0x0AD0      	INCF       Lcd_Out_i_L0, 1
0x01E9	0x29DC      	GOTO       L_Lcd_Out18
L_Lcd_Out19:
;__Lib_Lcd.c,201 :: 		
0x01EA	0x14BF      	BSF        __Lib_Lcd_cmd_status, BitPos(__Lib_Lcd_cmd_status+0)
;__Lib_Lcd.c,202 :: 		
L_end_Lcd_Out:
0x01EB	0x0008      	RETURN
; end of _Lcd_Out
_Lcd_Init:
;__Lib_Lcd.c,84 :: 		
;__Lib_Lcd.c,86 :: 		
0x01EC	0x1683      	BSF        STATUS, 5
0x01ED	0x1303      	BCF        STATUS, 6
0x01EE	0x1187      	BCF        LCD_EN_Direction, BitPos(LCD_EN_Direction+0)
;__Lib_Lcd.c,87 :: 		
0x01EF	0x1107      	BCF        LCD_RS_Direction, BitPos(LCD_RS_Direction+0)
;__Lib_Lcd.c,88 :: 		
0x01F0	0x1207      	BCF        LCD_D4_Direction, BitPos(LCD_D4_Direction+0)
;__Lib_Lcd.c,89 :: 		
0x01F1	0x1287      	BCF        LCD_D5_Direction, BitPos(LCD_D5_Direction+0)
;__Lib_Lcd.c,90 :: 		
0x01F2	0x1307      	BCF        LCD_D6_Direction, BitPos(LCD_D6_Direction+0)
;__Lib_Lcd.c,91 :: 		
0x01F3	0x1387      	BCF        LCD_D7_Direction, BitPos(LCD_D7_Direction+0)
;__Lib_Lcd.c,93 :: 		
0x01F4	0x1283      	BCF        STATUS, 5
0x01F5	0x1187      	BCF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,94 :: 		
0x01F6	0x1107      	BCF        LCD_RS, BitPos(LCD_RS+0)
;__Lib_Lcd.c,95 :: 		
0x01F7	0x1387      	BCF        LCD_D7, BitPos(LCD_D7+0)
;__Lib_Lcd.c,96 :: 		
0x01F8	0x1307      	BCF        LCD_D6, BitPos(LCD_D6+0)
;__Lib_Lcd.c,97 :: 		
0x01F9	0x1287      	BCF        LCD_D5, BitPos(LCD_D5+0)
;__Lib_Lcd.c,98 :: 		
0x01FA	0x1207      	BCF        LCD_D4, BitPos(LCD_D4+0)
;__Lib_Lcd.c,100 :: 		
0x01FB	0x211D      	CALL       _Delay_5500us
;__Lib_Lcd.c,101 :: 		
0x01FC	0x211D      	CALL       _Delay_5500us
;__Lib_Lcd.c,102 :: 		
0x01FD	0x211D      	CALL       _Delay_5500us
;__Lib_Lcd.c,105 :: 		
0x01FE	0x1687      	BSF        LCD_D5, BitPos(LCD_D5+0)
;__Lib_Lcd.c,106 :: 		
0x01FF	0x1607      	BSF        LCD_D4, BitPos(LCD_D4+0)
;__Lib_Lcd.c,107 :: 		
0x0200	0x1587      	BSF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,108 :: 		
0x0201	0x2117      	CALL       _Delay_1us
;__Lib_Lcd.c,109 :: 		
0x0202	0x1187      	BCF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,110 :: 		
0x0203	0x211D      	CALL       _Delay_5500us
;__Lib_Lcd.c,112 :: 		
0x0204	0x1587      	BSF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,113 :: 		
0x0205	0x2117      	CALL       _Delay_1us
;__Lib_Lcd.c,114 :: 		
0x0206	0x1187      	BCF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,115 :: 		
0x0207	0x211D      	CALL       _Delay_5500us
;__Lib_Lcd.c,117 :: 		
0x0208	0x1587      	BSF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,118 :: 		
0x0209	0x2117      	CALL       _Delay_1us
;__Lib_Lcd.c,119 :: 		
0x020A	0x1187      	BCF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,120 :: 		
0x020B	0x211D      	CALL       _Delay_5500us
;__Lib_Lcd.c,123 :: 		
0x020C	0x1207      	BCF        LCD_D4, BitPos(LCD_D4+0)
;__Lib_Lcd.c,124 :: 		
0x020D	0x1587      	BSF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,125 :: 		
0x020E	0x2117      	CALL       _Delay_1us
;__Lib_Lcd.c,126 :: 		
0x020F	0x1187      	BCF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,127 :: 		
0x0210	0x211D      	CALL       _Delay_5500us
;__Lib_Lcd.c,130 :: 		
0x0211	0x1587      	BSF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,131 :: 		
0x0212	0x2117      	CALL       _Delay_1us
;__Lib_Lcd.c,132 :: 		
0x0213	0x1187      	BCF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,134 :: 		
0x0214	0x1287      	BCF        LCD_D5, BitPos(LCD_D5+0)
;__Lib_Lcd.c,135 :: 		
0x0215	0x1787      	BSF        LCD_D7, BitPos(LCD_D7+0)
;__Lib_Lcd.c,136 :: 		
0x0216	0x1587      	BSF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,137 :: 		
0x0217	0x2117      	CALL       _Delay_1us
;__Lib_Lcd.c,138 :: 		
0x0218	0x1187      	BCF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,139 :: 		
0x0219	0x211D      	CALL       _Delay_5500us
;__Lib_Lcd.c,142 :: 		
0x021A	0x1387      	BCF        LCD_D7, BitPos(LCD_D7+0)
;__Lib_Lcd.c,143 :: 		
0x021B	0x1607      	BSF        LCD_D4, BitPos(LCD_D4+0)
;__Lib_Lcd.c,144 :: 		
0x021C	0x1587      	BSF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,145 :: 		
0x021D	0x2117      	CALL       _Delay_1us
;__Lib_Lcd.c,146 :: 		
0x021E	0x1187      	BCF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,148 :: 		
0x021F	0x1207      	BCF        LCD_D4, BitPos(LCD_D4+0)
;__Lib_Lcd.c,149 :: 		
0x0220	0x1587      	BSF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,150 :: 		
0x0221	0x2117      	CALL       _Delay_1us
;__Lib_Lcd.c,151 :: 		
0x0222	0x1187      	BCF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,152 :: 		
0x0223	0x211D      	CALL       _Delay_5500us
;__Lib_Lcd.c,155 :: 		
0x0224	0x1587      	BSF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,156 :: 		
0x0225	0x2117      	CALL       _Delay_1us
;__Lib_Lcd.c,157 :: 		
0x0226	0x1187      	BCF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,159 :: 		
0x0227	0x1607      	BSF        LCD_D4, BitPos(LCD_D4+0)
;__Lib_Lcd.c,160 :: 		
0x0228	0x1587      	BSF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,161 :: 		
0x0229	0x2117      	CALL       _Delay_1us
;__Lib_Lcd.c,162 :: 		
0x022A	0x1187      	BCF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,163 :: 		
0x022B	0x211D      	CALL       _Delay_5500us
;__Lib_Lcd.c,166 :: 		
0x022C	0x1207      	BCF        LCD_D4, BitPos(LCD_D4+0)
;__Lib_Lcd.c,167 :: 		
0x022D	0x1587      	BSF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,168 :: 		
0x022E	0x2117      	CALL       _Delay_1us
;__Lib_Lcd.c,169 :: 		
0x022F	0x1187      	BCF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,171 :: 		
0x0230	0x1787      	BSF        LCD_D7, BitPos(LCD_D7+0)
;__Lib_Lcd.c,172 :: 		
0x0231	0x1707      	BSF        LCD_D6, BitPos(LCD_D6+0)
;__Lib_Lcd.c,173 :: 		
0x0232	0x1687      	BSF        LCD_D5, BitPos(LCD_D5+0)
;__Lib_Lcd.c,174 :: 		
0x0233	0x1607      	BSF        LCD_D4, BitPos(LCD_D4+0)
;__Lib_Lcd.c,175 :: 		
0x0234	0x1587      	BSF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,176 :: 		
0x0235	0x2117      	CALL       _Delay_1us
;__Lib_Lcd.c,177 :: 		
0x0236	0x1187      	BCF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,179 :: 		
0x0237	0x211D      	CALL       _Delay_5500us
;__Lib_Lcd.c,181 :: 		
0x0238	0x14BF      	BSF        __Lib_Lcd_cmd_status, BitPos(__Lib_Lcd_cmd_status+0)
;__Lib_Lcd.c,182 :: 		
L_end_Lcd_Init:
0x0239	0x0008      	RETURN
; end of _Lcd_Init
_ByteToHex:
;__Lib_Conversions.c,5 :: 		
;__Lib_Conversions.c,6 :: 		
0x023A	0x1283      	BCF        STATUS, 5
0x023B	0x1303      	BCF        STATUS, 6
0x023C	0x084D      	MOVF       FARG_ByteToHex_input, 0
0x023D	0x00F0      	MOVWF      R0
0x023E	0x0CF0      	RRF        R0, 1
0x023F	0x13F0      	BCF        R0, 7
0x0240	0x0CF0      	RRF        R0, 1
0x0241	0x13F0      	BCF        R0, 7
0x0242	0x0CF0      	RRF        R0, 1
0x0243	0x13F0      	BCF        R0, 7
0x0244	0x0CF0      	RRF        R0, 1
0x0245	0x13F0      	BCF        R0, 7
0x0246	0x3000      	MOVLW      0
0x0247	0x00F1      	MOVWF      R0+1
0x0248	0x302B      	MOVLW      __Lib_Conversions_Digits
0x0249	0x07F0      	ADDWF      R0, 1
0x024A	0x3003      	MOVLW      hi_addr(__Lib_Conversions_Digits)
0x024B	0x1803      	BTFSC      STATUS, 0
0x024C	0x3E01      	ADDLW      1
0x024D	0x07F1      	ADDWF      R0+1, 1
0x024E	0x0870      	MOVF       R0, 0
0x024F	0x00BD      	MOVWF      ___DoICPAddr
0x0250	0x0871      	MOVF       R0+1, 0
0x0251	0x00BE      	MOVWF      ___DoICPAddr+1
0x0252	0x2172      	CALL       _____DoICP
0x0253	0x118A      	BCF        PCLATH, 3
0x0254	0x120A      	BCF        PCLATH, 4
0x0255	0x00F0      	MOVWF      R0
0x0256	0x084E      	MOVF       FARG_ByteToHex_output, 0
0x0257	0x0084      	MOVWF      FSR
0x0258	0x0870      	MOVF       R0, 0
0x0259	0x0080      	MOVWF      INDF
;__Lib_Conversions.c,7 :: 		
0x025A	0x0A4E      	INCF       FARG_ByteToHex_output, 0
0x025B	0x00F2      	MOVWF      R2
0x025C	0x300F      	MOVLW      15
0x025D	0x054D      	ANDWF      FARG_ByteToHex_input, 0
0x025E	0x00F0      	MOVWF      R0
0x025F	0x3000      	MOVLW      0
0x0260	0x00F1      	MOVWF      R0+1
0x0261	0x302B      	MOVLW      __Lib_Conversions_Digits
0x0262	0x07F0      	ADDWF      R0, 1
0x0263	0x3003      	MOVLW      hi_addr(__Lib_Conversions_Digits)
0x0264	0x1803      	BTFSC      STATUS, 0
0x0265	0x3E01      	ADDLW      1
0x0266	0x07F1      	ADDWF      R0+1, 1
0x0267	0x0870      	MOVF       R0, 0
0x0268	0x00BD      	MOVWF      ___DoICPAddr
0x0269	0x0871      	MOVF       R0+1, 0
0x026A	0x00BE      	MOVWF      ___DoICPAddr+1
0x026B	0x2172      	CALL       _____DoICP
0x026C	0x118A      	BCF        PCLATH, 3
0x026D	0x120A      	BCF        PCLATH, 4
0x026E	0x00F0      	MOVWF      R0
0x026F	0x0872      	MOVF       R2, 0
0x0270	0x0084      	MOVWF      FSR
0x0271	0x0870      	MOVF       R0, 0
0x0272	0x0080      	MOVWF      INDF
;__Lib_Conversions.c,8 :: 		
0x0273	0x3002      	MOVLW      2
0x0274	0x074E      	ADDWF      FARG_ByteToHex_output, 0
0x0275	0x0084      	MOVWF      FSR
0x0276	0x0180      	CLRF       INDF
;__Lib_Conversions.c,9 :: 		
L_end_ByteToHex:
0x0277	0x0008      	RETURN
; end of _ByteToHex
___CC2DW:
;__Lib_System.c,134 :: 		
;__Lib_System.c,137 :: 		
_CC2D_Loop1:
;__Lib_System.c,139 :: 		
0x0278	0x2172      	CALL       _____DoICP
0x0279	0x118A      	BCF        PCLATH, 3
0x027A	0x120A      	BCF        PCLATH, 4
;__Lib_System.c,141 :: 		
0x027B	0x0080      	MOVWF      INDF
;__Lib_System.c,142 :: 		
0x027C	0x0A84      	INCF       FSR, 1
;__Lib_System.c,143 :: 		
0x027D	0x0ABD      	INCF       ___DoICPAddr, 1
;__Lib_System.c,145 :: 		
0x027E	0x1903      	BTFSC      STATUS, 2
;__Lib_System.c,146 :: 		
0x027F	0x0ABE      	INCF       ___DoICPAddr+1, 1
;__Lib_System.c,147 :: 		
0x0280	0x03F0      	DECF       R0, 1
;__Lib_System.c,149 :: 		
0x0281	0x1D03      	BTFSS      STATUS, 2
;__Lib_System.c,150 :: 		
0x0282	0x2A78      	GOTO       _CC2D_Loop1
;__Lib_System.c,152 :: 		
L_end___CC2DW:
0x0283	0x0008      	RETURN
; end of ___CC2DW
_main:
0x0284	0x3041      	MOVLW      65
0x0285	0x1283      	BCF        STATUS, 5
0x0286	0x1303      	BCF        STATUS, 6
0x0287	0x00A3      	MOVWF      ?lstr1_ir
0x0288	0x3044      	MOVLW      68
0x0289	0x00A4      	MOVWF      36
0x028A	0x3053      	MOVLW      83
0x028B	0x00A5      	MOVWF      37
0x028C	0x303A      	MOVLW      58
0x028D	0x00A6      	MOVWF      38
0x028E	0x3030      	MOVLW      48
0x028F	0x00A7      	MOVWF      39
0x0290	0x3078      	MOVLW      120
0x0291	0x00A8      	MOVWF      40
0x0292	0x3030      	MOVLW      48
0x0293	0x00A9      	MOVWF      41
0x0294	0x3030      	MOVLW      48
0x0295	0x00AA      	MOVWF      42
0x0296	0x3020      	MOVLW      32
0x0297	0x00AB      	MOVWF      43
0x0298	0x3020      	MOVLW      32
0x0299	0x00AC      	MOVWF      44
0x029A	0x3054      	MOVLW      84
0x029B	0x00AD      	MOVWF      45
0x029C	0x3047      	MOVLW      71
0x029D	0x00AE      	MOVWF      46
0x029E	0x304C      	MOVLW      76
0x029F	0x00AF      	MOVWF      47
0x02A0	0x303A      	MOVLW      58
0x02A1	0x00B0      	MOVWF      48
0x02A2	0x3020      	MOVLW      32
0x02A3	0x00B1      	MOVWF      49
0x02A4	0x3030      	MOVLW      48
0x02A5	0x00B2      	MOVWF      50
0x02A6	0x01B3      	CLRF       51
0x02A7	0x3043      	MOVLW      67
0x02A8	0x00B4      	MOVWF      ?lstr2_ir
0x02A9	0x304D      	MOVLW      77
0x02AA	0x00B5      	MOVWF      53
0x02AB	0x3044      	MOVLW      68
0x02AC	0x00B6      	MOVWF      54
0x02AD	0x303A      	MOVLW      58
0x02AE	0x00B7      	MOVWF      55
0x02AF	0x3030      	MOVLW      48
0x02B0	0x00B8      	MOVWF      56
0x02B1	0x3078      	MOVLW      120
0x02B2	0x00B9      	MOVWF      57
0x02B3	0x3030      	MOVLW      48
0x02B4	0x00BA      	MOVWF      58
0x02B5	0x3030      	MOVLW      48
0x02B6	0x00BB      	MOVWF      59
0x02B7	0x01BC      	CLRF       60
;ir.c,109 :: 		void main() {
;ir.c,111 :: 		rc5_ok = 0;
0x02B8	0x103F      	BCF        _rc5_ok, BitPos(_rc5_ok+0)
;ir.c,112 :: 		rc5_state = 0;
0x02B9	0x01C8      	CLRF       _rc5_state
;ir.c,114 :: 		Lcd_Init();                      // Initialize LCD module
0x02BA	0x21EC      	CALL       _Lcd_Init
;ir.c,115 :: 		Lcd_Cmd(_LCD_CURSOR_OFF);        // cursor off
0x02BB	0x300C      	MOVLW      12
0x02BC	0x00D2      	MOVWF      FARG_Lcd_Cmd_out_char
0x02BD	0x212A      	CALL       _Lcd_Cmd
;ir.c,116 :: 		Lcd_Cmd(_LCD_CLEAR);             // clear LCD
0x02BE	0x3001      	MOVLW      1
0x02BF	0x00D2      	MOVWF      FARG_Lcd_Cmd_out_char
0x02C0	0x212A      	CALL       _Lcd_Cmd
;ir.c,117 :: 		TMR1IF_bit = 0;                  // Clear Timer1 overflow interrupt flag bit
0x02C1	0x100C      	BCF        TMR1IF_bit, BitPos(TMR1IF_bit+0)
;ir.c,118 :: 		RBIF_bit = 0;                    // Clear PORTB change interrupt flag bit
0x02C2	0x100B      	BCF        RBIF_bit, BitPos(RBIF_bit+0)
;ir.c,119 :: 		TMR1IE_bit = 1;                  // Enable Timer1 overflow interrupt
0x02C3	0x1683      	BSF        STATUS, 5
0x02C4	0x140C      	BSF        TMR1IE_bit, BitPos(TMR1IE_bit+0)
;ir.c,120 :: 		T1CON = 0x10;                    // Set Timer1 clock source to internal with 1:2 prescaler (Timer1 clock = 1MHz)
0x02C5	0x3010      	MOVLW      16
0x02C6	0x1283      	BCF        STATUS, 5
0x02C7	0x0090      	MOVWF      T1CON
;ir.c,121 :: 		INTCON = 0xC8;                   // Enable global, peripheral and PORTB change interrupts
0x02C8	0x30C8      	MOVLW      200
0x02C9	0x008B      	MOVWF      INTCON
;ir.c,123 :: 		Lcd_Out(1, 1, "ADS:0x00  TGL: 0");
0x02CA	0x3001      	MOVLW      1
0x02CB	0x00CD      	MOVWF      FARG_Lcd_Out_row
0x02CC	0x3001      	MOVLW      1
0x02CD	0x00CE      	MOVWF      FARG_Lcd_Out_column
0x02CE	0x3023      	MOVLW      ?lstr1_ir
0x02CF	0x00CF      	MOVWF      FARG_Lcd_Out_text
0x02D0	0x21AE      	CALL       _Lcd_Out
;ir.c,124 :: 		Lcd_Out(2, 1, "CMD:0x00");
0x02D1	0x3002      	MOVLW      2
0x02D2	0x00CD      	MOVWF      FARG_Lcd_Out_row
0x02D3	0x3001      	MOVLW      1
0x02D4	0x00CE      	MOVWF      FARG_Lcd_Out_column
0x02D5	0x3034      	MOVLW      ?lstr2_ir
0x02D6	0x00CF      	MOVWF      FARG_Lcd_Out_text
0x02D7	0x21AE      	CALL       _Lcd_Out
;ir.c,125 :: 		while(1) {
L_main35:
;ir.c,126 :: 		while(!rc5_ok);                       // Wait until RC5 code receiver
L_main37:
0x02D8	0x183F      	BTFSC      _rc5_ok, BitPos(_rc5_ok+0)
0x02D9	0x2ADB      	GOTO       L_main38
0x02DA	0x2AD8      	GOTO       L_main37
L_main38:
;ir.c,127 :: 		rc5_ok = 0;                           // Reset decoding process
0x02DB	0x103F      	BCF        _rc5_ok, BitPos(_rc5_ok+0)
;ir.c,128 :: 		rc5_state = 0;
0x02DC	0x01C8      	CLRF       _rc5_state
;ir.c,129 :: 		TMR1ON_bit = 0;                       // Disable Timer1
0x02DD	0x1010      	BCF        TMR1ON_bit, BitPos(TMR1ON_bit+0)
;ir.c,130 :: 		toggle_bit = rc5_code >> 11;          // Toggle bit is bit number 11
0x02DE	0x300B      	MOVLW      11
0x02DF	0x00F2      	MOVWF      R2
0x02E0	0x0849      	MOVF       _rc5_code, 0
0x02E1	0x00F0      	MOVWF      R0
0x02E2	0x084A      	MOVF       _rc5_code+1, 0
0x02E3	0x00F1      	MOVWF      R0+1
0x02E4	0x0872      	MOVF       R2, 0
L__main62:
0x02E5	0x1903      	BTFSC      STATUS, 2
0x02E6	0x2AEC      	GOTO       L__main63
0x02E7	0x0CF1      	RRF        R0+1, 1
0x02E8	0x0CF0      	RRF        R0, 1
0x02E9	0x13F1      	BCF        R0+1, 7
